i,j,y,t,l,k,alpha,psi,cat_control,cts_control
467,44,-1.902564257,4,1,0,-0.861454599,-1.335177736,0,0.202383258
468,162,8.28722005,0,4,9,1.934843132,1.335177736,0,0.879189945
468,162,1.513860645,1,4,9,1.934843132,1.335177736,1,0.443919113
468,162,6.512328045,2,4,9,1.934843132,1.335177736,0,0.203750021
468,162,5.66752494,3,4,9,1.934843132,1.335177736,0,0.694843724
468,162,-0.239737588,4,4,9,1.934843132,1.335177736,0,0.73152787
469,100,-0.721799735,0,0,5,-1.934843132,0.114185294,0,0.61854751
469,53,-2.378515405,1,0,1,-1.934843132,-0.908457869,1,0.887896291
469,53,-3.597672292,2,0,1,-1.934843132,-0.908457869,0,0.632128733
469,53,-2.201947212,3,0,1,-1.934843132,-0.908457869,1,0.05611727
469,53,-1.379855751,4,0,1,-1.934843132,-0.908457869,1,0.660064076
470,127,-2.281388386,0,1,7,-0.861454599,0.604585347,1,0.33148455
470,127,3.139962648,1,1,7,-0.861454599,0.604585347,1,0.643601553
470,127,-0.794241689,2,1,7,-0.861454599,0.604585347,0,0.302625678
470,127,2.89037627,3,1,7,-0.861454599,0.604585347,0,0.034540552
470,127,-0.89469295,4,1,7,-0.861454599,0.604585347,1,0.104512709
471,143,4.29886169,0,4,8,1.934843132,0.908457869,0,0.15033092
471,143,0.475854308,1,4,8,1.934843132,0.908457869,0,0.434547377
471,143,1.965820857,2,4,8,1.934843132,0.908457869,1,0.404372428
471,143,-1.875490797,3,4,8,1.934843132,0.908457869,0,0.83407752
471,143,1.822848417,4,4,8,1.934843132,0.908457869,1,0.267301618
472,173,7.009418504,0,4,9,1.934843132,1.335177736,1,0.300409514
472,173,1.601632611,1,4,9,1.934843132,1.335177736,0,0.814244486
472,173,-2.131427958,2,4,9,1.934843132,1.335177736,1,0.92526886
472,173,3.059906466,3,4,9,1.934843132,1.335177736,0,0.666791989
472,173,3.046951177,4,4,9,1.934843132,1.335177736,1,0.98249384
473,18,-2.470267924,0,1,0,-0.861454599,-1.335177736,0,0.797248721
473,18,-0.802835444,1,1,0,-0.861454599,-1.335177736,1,0.428829725
473,18,-6.579422869,2,1,0,-0.861454599,-1.335177736,1,0.714041387
473,18,-2.755711864,3,1,0,-0.861454599,-1.335177736,1,0.720816596
473,18,-0.008555047,4,1,0,-0.861454599,-1.335177736,1,0.056803482
474,13,-4.021911706,0,0,0,-1.934843132,-1.335177736,0,0.946000175
474,48,0.635308085,1,0,0,-1.934843132,-1.335177736,1,0.247622425
474,48,-3.042821525,2,0,0,-1.934843132,-1.335177736,1,0.382769902
474,48,-6.520839356,3,0,0,-1.934843132,-1.335177736,0,0.279404377
474,48,-3.326055834,4,0,0,-1.934843132,-1.335177736,0,0.130818875
475,119,-0.334306566,0,3,7,0.861454599,0.604585347,1,0.927876879
475,119,4.177708528,1,3,7,0.861454599,0.604585347,0,0.020846772
475,119,1.956095436,2,3,7,0.861454599,0.604585347,1,0.343315687
475,119,0.835443263,3,3,7,0.861454599,0.604585347,1,0.731608002
475,119,4.371449933,4,3,7,0.861454599,0.604585347,1,0.970589201
476,164,1.264344261,0,3,9,0.861454599,1.335177736,1,0.702520732
476,164,8.285723514,1,3,9,0.861454599,1.335177736,1,0.36235269
476,164,1.074494068,2,3,9,0.861454599,1.335177736,1,0.354065323
476,164,0.370339191,3,3,9,0.861454599,1.335177736,0,0.250128094
476,164,2.133989684,4,3,9,0.861454599,1.335177736,0,0.106846737
477,82,-0.424101907,0,2,2,0,-0.604585347,0,0.863725829
477,82,-0.801770794,1,2,2,0,-0.604585347,0,0.133783634
477,82,-1.366059912,2,2,2,0,-0.604585347,1,0.587023909
477,82,-0.702596961,3,2,2,0,-0.604585347,0,0.14327253
477,82,3.868708325,4,2,2,0,-0.604585347,1,0.771011795
478,13,-2.813016832,0,0,0,-1.934843132,-1.335177736,0,0.449426057
478,13,-2.80062557,1,0,0,-1.934843132,-1.335177736,0,0.378787719
478,13,-4.755460556,2,0,0,-1.934843132,-1.335177736,0,0.095302623
478,13,-4.936993218,3,0,0,-1.934843132,-1.335177736,0,0.559082957
478,13,-5.702974915,4,0,0,-1.934843132,-1.335177736,0,0.027306791
479,163,3.770823417,0,4,9,1.934843132,1.335177736,0,0.541246759
479,163,2.662148295,1,4,9,1.934843132,1.335177736,1,0.031414898
479,163,2.201786834,2,4,9,1.934843132,1.335177736,1,0.364848003
479,163,4.947905055,3,4,9,1.934843132,1.335177736,0,0.265023685
479,134,2.943073965,4,4,8,1.934843132,0.908457869,1,0.025363462
480,170,4.397660884,0,4,9,1.934843132,1.335177736,0,0.221064532
480,170,3.100175871,1,4,9,1.934843132,1.335177736,0,0.742720136
480,170,-0.109447378,2,4,9,1.934843132,1.335177736,0,0.138174896
480,170,3.90487431,3,4,9,1.934843132,1.335177736,1,0.9397062
480,170,-0.136690664,4,4,9,1.934843132,1.335177736,0,0.679891324
481,30,-5.222953543,0,0,0,-1.934843132,-1.335177736,1,0.678988552
481,30,0.756132426,1,0,0,-1.934843132,-1.335177736,1,0.117895303
481,30,-4.981300483,2,0,0,-1.934843132,-1.335177736,0,0.59771003
481,30,-2.397863335,3,0,0,-1.934843132,-1.335177736,0,0.593523303
481,30,-3.324867355,4,0,0,-1.934843132,-1.335177736,1,0.537442336
482,86,0.30055583,0,0,3,-1.934843132,-0.348755696,0,0.367273332
482,86,-6.229007614,1,0,3,-1.934843132,-0.348755696,1,0.696101368
482,86,-1.398391675,2,0,3,-1.934843132,-0.348755696,0,0.491491307
482,86,-0.736797656,3,0,3,-1.934843132,-0.348755696,1,0.616215673
482,86,-3.028839106,4,0,3,-1.934843132,-0.348755696,1,0.979121146
483,40,-3.369324712,0,1,0,-0.861454599,-1.335177736,0,0.38622553
483,40,-4.439750921,1,1,0,-0.861454599,-1.335177736,0,0.923799814
483,40,-0.852450037,2,1,0,-0.861454599,-1.335177736,1,0.282546731
483,40,-2.818138495,3,1,0,-0.861454599,-1.335177736,0,0.920656447
483,40,-1.910378135,4,1,0,-0.861454599,-1.335177736,1,0.240721053
484,47,-0.522381885,0,1,0,-0.861454599,-1.335177736,1,0.273078067
484,47,-0.396543187,1,1,0,-0.861454599,-1.335177736,0,0.053360964
484,47,-5.029648046,2,1,0,-0.861454599,-1.335177736,0,0.185756955
484,47,-5.368758655,3,1,0,-0.861454599,-1.335177736,0,0.773939957
484,47,-4.939693265,4,1,0,-0.861454599,-1.335177736,1,0.122213986
485,115,-0.741600577,0,2,6,0,0.348755696,0,0.367261327
485,115,-2.932511292,1,2,6,0,0.348755696,0,0.579388417
485,115,0.794172977,2,2,6,0,0.348755696,1,0.296085001
485,115,1.138040015,3,2,6,0,0.348755696,0,0.286182088
485,115,1.042023181,4,2,6,0,0.348755696,0,0.890567196
486,80,-1.336190739,0,1,2,-0.861454599,-0.604585347,1,0.284646981
486,80,1.54740935,1,1,2,-0.861454599,-0.604585347,1,0.176354545
486,80,-1.280713727,2,1,2,-0.861454599,-0.604585347,0,0.142002286
486,80,-2.527750217,3,1,2,-0.861454599,-0.604585347,0,0.70761183
486,80,-0.609817872,4,1,2,-0.861454599,-0.604585347,1,0.064314362
487,22,-4.557643289,0,1,0,-0.861454599,-1.335177736,1,0.05560626
487,22,-1.730257476,1,1,0,-0.861454599,-1.335177736,0,0.181649142
487,22,-0.60944553,2,1,0,-0.861454599,-1.335177736,1,0.798938625
487,22,-2.196959662,3,1,0,-0.861454599,-1.335177736,1,0.962676301
487,22,0.506148135,4,1,0,-0.861454599,-1.335177736,1,0.294164473
488,171,2.555491234,0,4,9,1.934843132,1.335177736,0,0.537720047
488,171,0.835250931,1,4,9,1.934843132,1.335177736,0,0.001645845
488,171,3.638572506,2,4,9,1.934843132,1.335177736,1,0.360610422
488,171,2.963779166,3,4,9,1.934843132,1.335177736,1,0.508996897
488,171,2.504509801,4,4,9,1.934843132,1.335177736,0,0.113974449
489,59,0.392569271,0,0,1,-1.934843132,-0.908457869,0,0.243973607
489,59,-5.705365468,1,0,1,-1.934843132,-0.908457869,1,0.179679742
489,59,-2.560293482,2,0,1,-1.934843132,-0.908457869,0,0.677940815
489,59,-6.077578903,3,0,1,-1.934843132,-0.908457869,0,0.993382686
489,78,-5.981057107,4,0,2,-1.934843132,-0.604585347,0,0.550680448
490,76,0.143261363,0,2,2,0,-0.604585347,1,0.787892963
490,76,-4.2028412,1,2,2,0,-0.604585347,0,0.342612679
490,76,-5.280960969,2,2,2,0,-0.604585347,1,0.374558549
490,76,-0.660966452,3,2,2,0,-0.604585347,0,0.434122217
490,76,1.11575663,4,2,2,0,-0.604585347,1,0.837496476
491,194,2.52219636,0,3,9,0.861454599,1.335177736,1,0.802474942
491,194,1.201775601,1,3,9,0.861454599,1.335177736,1,0.149124086
491,194,4.281777861,2,3,9,0.861454599,1.335177736,1,0.180601269
491,194,5.70930038,3,3,9,0.861454599,1.335177736,0,0.344364654
491,194,2.805380008,4,3,9,0.861454599,1.335177736,1,0.130541633
492,67,-0.251622913,0,1,1,-0.861454599,-0.908457869,1,0.437711913
492,67,-6.702080995,1,1,1,-0.861454599,-0.908457869,0,0.486186701
492,67,-3.550851642,2,1,1,-0.861454599,-0.908457869,1,0.577806512
492,103,-3.101706307,3,1,5,-0.861454599,0.114185294,0,0.103162974
492,74,-1.789354156,4,1,2,-0.861454599,-0.604585347,0,0.647340615
493,41,-3.784729118,0,1,0,-0.861454599,-1.335177736,0,0.135756896
493,41,-4.903021415,1,1,0,-0.861454599,-1.335177736,0,0.34344654
493,41,-0.338939551,2,1,0,-0.861454599,-1.335177736,1,0.914244813
493,41,-5.016458608,3,1,0,-0.861454599,-1.335177736,0,0.515179509
493,41,-2.540483449,4,1,0,-0.861454599,-1.335177736,0,0.979186117
494,41,1.383899468,0,1,0,-0.861454599,-1.335177736,1,0.578310251
494,41,-2.923556901,1,1,0,-0.861454599,-1.335177736,0,0.089634628
494,48,-4.187103109,2,1,0,-0.861454599,-1.335177736,0,0.620448826
494,48,0.184514491,3,1,0,-0.861454599,-1.335177736,0,0.193209578
494,48,-2.593877779,4,1,0,-0.861454599,-1.335177736,1,0.523867247
495,36,-1.037382535,0,0,0,-1.934843132,-1.335177736,0,0.856329764
495,36,-7.520948661,1,0,0,-1.934843132,-1.335177736,1,0.213503557
495,36,-3.323577677,2,0,0,-1.934843132,-1.335177736,1,0.804439845
495,36,-0.090762935,3,0,0,-1.934843132,-1.335177736,0,0.561906614
495,36,-0.395759864,4,0,0,-1.934843132,-1.335177736,0,0.563187041
496,87,-1.386934403,0,2,3,0,-0.348755696,0,0.78585586
496,87,-0.880046935,1,2,3,0,-0.348755696,1,0.494360338
496,87,-0.507381393,2,2,3,0,-0.348755696,1,0.087865346
496,87,0.486498096,3,2,3,0,-0.348755696,0,0.422196652
496,87,2.342595722,4,2,3,0,-0.348755696,0,0.223190561
497,129,0.958100209,0,4,8,1.934843132,0.908457869,1,0.786833259
497,129,0.702559174,1,4,8,1.934843132,0.908457869,1,0.561017273
497,129,3.219694512,2,4,8,1.934843132,0.908457869,1,0.5576041
497,129,6.342227498,3,4,8,1.934843132,0.908457869,1,0.123788613
497,129,0.160876413,4,4,8,1.934843132,0.908457869,0,0.203938741
498,168,1.814320673,0,4,9,1.934843132,1.335177736,0,0.620504075
498,168,3.228892202,1,4,9,1.934843132,1.335177736,1,0.693367404
498,168,3.668399596,2,4,9,1.934843132,1.335177736,1,0.422647366
498,168,2.01936334,3,4,9,1.934843132,1.335177736,0,0.934039135
498,168,3.786872559,4,4,9,1.934843132,1.335177736,1,0.465108288
499,73,-2.654372145,0,1,2,-0.861454599,-0.604585347,1,0.021699032
499,73,1.223534383,1,1,2,-0.861454599,-0.604585347,0,0.266473401
499,73,-4.2604193,2,1,2,-0.861454599,-0.604585347,1,0.824438538
499,73,0.855530244,3,1,2,-0.861454599,-0.604585347,1,0.666062434
499,73,-4.363004748,4,1,2,-0.861454599,-0.604585347,1,0.636883232
500,138,-0.220734335,0,4,8,1.934843132,0.908457869,0,0.863327703
500,138,3.307193388,1,4,8,1.934843132,0.908457869,0,0.120675874
500,138,4.456273325,2,4,8,1.934843132,0.908457869,0,0.638717375
500,138,0.7498275,3,4,8,1.934843132,0.908457869,1,0.799707984
500,150,1.448353874,4,4,9,1.934843132,1.335177736,0,0.196215458
501,186,2.068202143,0,4,9,1.934843132,1.335177736,0,0.319650503
501,186,2.421601317,1,4,9,1.934843132,1.335177736,0,0.150198679
501,186,5.679892086,2,4,9,1.934843132,1.335177736,0,0.750356069
501,186,3.720472019,3,4,9,1.934843132,1.335177736,1,0.883893812
501,186,3.313192882,4,4,9,1.934843132,1.335177736,1,0.320674958
502,42,-4.358627584,0,1,0,-0.861454599,-1.335177736,0,0.489493138
502,42,-4.68940074,1,1,0,-0.861454599,-1.335177736,1,0.260714138
502,42,-3.857327518,2,1,0,-0.861454599,-1.335177736,1,0.56088602
502,42,-0.419025612,3,1,0,-0.861454599,-1.335177736,0,0.126686441
502,42,-1.467141721,4,1,0,-0.861454599,-1.335177736,1,0.799805972
503,112,-0.22695609,0,3,6,0.861454599,0.348755696,0,0.08381374
503,112,2.362195978,1,3,6,0.861454599,0.348755696,0,0.734550374
503,112,2.352490609,2,3,6,0.861454599,0.348755696,1,0.39451336
503,112,0.922853003,3,3,6,0.861454599,0.348755696,1,0.691437074
503,112,0.642499194,4,3,6,0.861454599,0.348755696,1,0.329182874
504,109,2.942155759,0,4,6,1.934843132,0.348755696,0,0.249489419
504,109,2.210851124,1,4,6,1.934843132,0.348755696,0,0.255250133
504,109,2.923252871,2,4,6,1.934843132,0.348755696,0,0.289279154
504,109,1.462185331,3,4,6,1.934843132,0.348755696,1,0.672523897
504,109,3.153634695,4,4,6,1.934843132,0.348755696,1,0.909966272
505,79,-1.939759012,0,0,2,-1.934843132,-0.604585347,0,0.485370503
505,79,-3.8106462,1,0,2,-1.934843132,-0.604585347,0,0.572274578
505,79,-2.720445753,2,0,2,-1.934843132,-0.604585347,1,0.009102261
505,79,-0.865150421,3,0,2,-1.934843132,-0.604585347,0,0.392674137
505,79,-3.944940672,4,0,2,-1.934843132,-0.604585347,0,0.96884763
506,59,-1.632733556,0,1,1,-0.861454599,-0.908457869,0,0.934384902
506,62,0.321671335,1,1,1,-0.861454599,-0.908457869,0,0.099857942
506,62,-0.422483663,2,1,1,-0.861454599,-0.908457869,0,0.632517406
506,62,-4.203928703,3,1,1,-0.861454599,-0.908457869,1,0.167640881
506,62,-5.325414814,4,1,1,-0.861454599,-0.908457869,1,0.144093746
507,93,1.791498288,0,2,4,0,-0.114185294,1,0.661954786
507,93,1.093846765,1,2,4,0,-0.114185294,1,0.354051404
507,93,-2.540355363,2,2,4,0,-0.114185294,0,0.948300936
507,93,3.618630366,3,2,4,0,-0.114185294,0,0.109877109
507,93,1.069291683,4,2,4,0,-0.114185294,1,0.408536822
508,160,0.187787906,0,3,9,0.861454599,1.335177736,1,0.064091935
508,160,-3.085960539,1,3,9,0.861454599,1.335177736,1,0.516102605
508,160,1.402897461,2,3,9,0.861454599,1.335177736,1,0.123846795
508,160,2.804696057,3,3,9,0.861454599,1.335177736,0,0.213382429
508,160,0.361075095,4,3,9,0.861454599,1.335177736,0,0.481311169
509,136,1.339814582,0,4,8,1.934843132,0.908457869,1,0.056208162
509,136,0.656101144,1,4,8,1.934843132,0.908457869,0,0.960602617
509,136,4.933306931,2,4,8,1.934843132,0.908457869,1,0.113753634
509,136,2.237335341,3,4,8,1.934843132,0.908457869,0,0.055580335
509,119,3.680060876,4,4,7,1.934843132,0.604585347,0,0.025561888
510,131,1.322320039,0,3,8,0.861454599,0.908457869,0,0.351899436
510,131,2.556311087,1,3,8,0.861454599,0.908457869,1,0.155397264
510,131,4.114928309,2,3,8,0.861454599,0.908457869,1,0.048778315
510,131,2.819989444,3,3,8,0.861454599,0.908457869,0,0.064502372
510,131,0.612505064,4,3,8,0.861454599,0.908457869,1,0.222679307
511,11,-2.252094796,0,1,0,-0.861454599,-1.335177736,0,0.434011853
511,11,-1.939542031,1,1,0,-0.861454599,-1.335177736,0,0.293259208
511,11,-2.708942204,2,1,0,-0.861454599,-1.335177736,1,0.579699016
511,11,-1.638825973,3,1,0,-0.861454599,-1.335177736,1,0.010349995
511,11,-4.466593354,4,1,0,-0.861454599,-1.335177736,0,0.738704665
512,8,-0.89846616,0,1,0,-0.861454599,-1.335177736,0,0.831173501
512,41,-2.827152949,1,1,0,-0.861454599,-1.335177736,1,0.173069551
512,41,-0.061579261,2,1,0,-0.861454599,-1.335177736,0,0.598631906
512,41,0.737418854,3,1,0,-0.861454599,-1.335177736,1,0.077431676
512,41,-3.624832451,4,1,0,-0.861454599,-1.335177736,0,0.130520348
513,92,-3.398462589,0,1,4,-0.861454599,-0.114185294,1,0.513011636
513,92,0.182611526,1,1,4,-0.861454599,-0.114185294,1,0.085877618
513,92,-1.108718555,2,1,4,-0.861454599,-0.114185294,0,0.395916242
513,92,-2.750548415,3,1,4,-0.861454599,-0.114185294,0,0.582862294
513,92,-0.978124866,4,1,4,-0.861454599,-0.114185294,0,0.15405412
514,93,-2.286284628,0,1,4,-0.861454599,-0.114185294,1,0.478143133
514,93,0.067471003,1,1,4,-0.861454599,-0.114185294,1,0.039499685
514,93,-0.531913197,2,1,4,-0.861454599,-0.114185294,1,0.417927849
514,93,-1.506828207,3,1,4,-0.861454599,-0.114185294,1,0.661071373
514,93,-0.381495798,4,1,4,-0.861454599,-0.114185294,1,0.36938011
515,193,1.230757706,0,4,9,1.934843132,1.335177736,0,0.881029691
515,193,2.606726362,1,4,9,1.934843132,1.335177736,1,0.835469874
515,170,0.231790115,2,4,9,1.934843132,1.335177736,0,0.270358688
515,170,0.331981273,3,4,9,1.934843132,1.335177736,0,0.16758151
515,170,4.329049651,4,4,9,1.934843132,1.335177736,0,0.405883085
516,75,1.572952281,0,1,2,-0.861454599,-0.604585347,0,0.537370611
516,75,-0.480799496,1,1,2,-0.861454599,-0.604585347,1,0.508155773
516,75,-3.376423955,2,1,2,-0.861454599,-0.604585347,0,0.052371828
516,75,-0.6345933,3,1,2,-0.861454599,-0.604585347,0,0.889448159
516,75,-2.838183957,4,1,2,-0.861454599,-0.604585347,0,0.950002345
517,175,5.08032317,0,4,9,1.934843132,1.335177736,0,0.109984764
517,158,6.54351411,1,4,9,1.934843132,1.335177736,1,0.425337382
517,158,3.424518134,2,4,9,1.934843132,1.335177736,0,0.585656398
517,158,1.646069267,3,4,9,1.934843132,1.335177736,1,0.488075767
517,158,3.454680986,4,4,9,1.934843132,1.335177736,1,0.051096046
518,6,-7.218071633,0,1,0,-0.861454599,-1.335177736,1,0.457289195
518,6,-4.000613872,1,1,0,-0.861454599,-1.335177736,1,0.445373915
518,6,-2.398352981,2,1,0,-0.861454599,-1.335177736,0,0.158375617
518,6,0.675684974,3,1,0,-0.861454599,-1.335177736,0,0.350265372
518,6,0.664532104,4,1,0,-0.861454599,-1.335177736,1,0.529499134
519,151,4.375864731,0,4,9,1.934843132,1.335177736,0,0.790911419
519,164,0.301582586,1,4,9,1.934843132,1.335177736,0,0.997967956
519,164,7.68271429,2,4,9,1.934843132,1.335177736,1,0.522760884
519,164,2.82660448,3,4,9,1.934843132,1.335177736,0,0.030903571
519,154,4.147870061,4,4,9,1.934843132,1.335177736,1,0.568892498
520,137,1.482632365,0,2,8,0,0.908457869,1,0.752595099
520,137,1.711181246,1,2,8,0,0.908457869,0,0.16388852
520,98,0.388152999,2,2,4,0,-0.114185294,1,0.318983144
520,98,0.830800408,3,2,4,0,-0.114185294,0,0.252336593
520,98,1.884212717,4,2,4,0,-0.114185294,1,0.606215674
521,24,-4.943060559,0,1,0,-0.861454599,-1.335177736,0,0.587950446
521,24,-7.117573799,1,1,0,-0.861454599,-1.335177736,1,0.406297377
521,24,-1.567052434,2,1,0,-0.861454599,-1.335177736,1,0.916925241
521,24,-0.064265862,3,1,0,-0.861454599,-1.335177736,1,0.527469947
521,24,-0.124557111,4,1,0,-0.861454599,-1.335177736,1,0.909093808
522,190,-0.193454538,0,3,9,0.861454599,1.335177736,0,0.602979515
522,190,-0.307164451,1,3,9,0.861454599,1.335177736,1,0.352597749
522,190,3.890913075,2,3,9,0.861454599,1.335177736,1,0.872885116
522,190,1.22010525,3,3,9,0.861454599,1.335177736,0,0.562903578
522,190,-0.137019239,4,3,9,0.861454599,1.335177736,0,0.452603986
523,180,4.697745948,0,4,9,1.934843132,1.335177736,1,0.436200497
523,180,-0.591595918,1,4,9,1.934843132,1.335177736,0,0.870037095
523,180,5.887187443,2,4,9,1.934843132,1.335177736,1,0.734922824
523,180,4.301327305,3,4,9,1.934843132,1.335177736,1,0.721129138
523,180,1.847743977,4,4,9,1.934843132,1.335177736,1,0.039096839
524,110,-1.234854731,0,2,6,0,0.348755696,1,0.521194449
524,110,1.704513768,1,2,6,0,0.348755696,1,0.203183056
524,110,0.893289849,2,2,6,0,0.348755696,1,0.430850559
524,110,-0.169654253,3,2,6,0,0.348755696,0,0.648307948
524,110,0.776504661,4,2,6,0,0.348755696,0,0.804414148
525,75,-5.608929308,0,1,2,-0.861454599,-0.604585347,0,0.067414823
525,75,-4.27331055,1,1,2,-0.861454599,-0.604585347,0,0.149358741
525,75,-0.446950343,2,1,2,-0.861454599,-0.604585347,1,0.510927438
525,75,-3.770349819,3,1,2,-0.861454599,-0.604585347,0,0.423868658
525,75,-0.442628287,4,1,2,-0.861454599,-0.604585347,1,0.187540853
526,14,-5.019901371,0,0,0,-1.934843132,-1.335177736,0,0.832938069
526,14,-2.301255134,1,0,0,-1.934843132,-1.335177736,0,0.612355419
526,14,-6.807578899,2,0,0,-1.934843132,-1.335177736,0,0.676503447
526,14,-4.819895304,3,0,0,-1.934843132,-1.335177736,0,0.148930393
526,0,-1.947277653,4,0,0,-1.934843132,-1.335177736,0,0.603386459
527,91,-4.684188392,0,2,4,0,-0.114185294,0,0.352518417
527,91,0.355509746,1,2,4,0,-0.114185294,1,0.516828179
527,91,-0.59718256,2,2,4,0,-0.114185294,1,0.84950656
527,90,0.91007186,3,2,3,0,-0.348755696,0,0.042671244
527,90,-0.704668709,4,2,3,0,-0.348755696,1,0.499519059
528,175,5.066086812,0,4,9,1.934843132,1.335177736,0,0.16747132
528,112,0.987594071,1,4,6,1.934843132,0.348755696,0,0.581673885
528,112,5.316811279,2,4,6,1.934843132,0.348755696,0,0.610476453
528,112,0.218919375,3,4,6,1.934843132,0.348755696,1,0.865922449
528,112,3.920759475,4,4,6,1.934843132,0.348755696,0,0.244215293
529,153,1.204930379,0,3,9,0.861454599,1.335177736,1,0.33271879
529,153,1.460656549,1,3,9,0.861454599,1.335177736,1,0.111877165
529,153,-0.075724844,2,3,9,0.861454599,1.335177736,0,0.620270285
529,153,3.497681342,3,3,9,0.861454599,1.335177736,0,0.334436226
529,153,3.887245635,4,3,9,0.861454599,1.335177736,1,0.165232293
530,77,-5.296141297,0,1,2,-0.861454599,-0.604585347,0,0.652634146
530,77,-1.394702069,1,1,2,-0.861454599,-0.604585347,1,0.401763418
530,77,0.96353486,2,1,2,-0.861454599,-0.604585347,0,0.25309063
530,77,-1.293626926,3,1,2,-0.861454599,-0.604585347,1,0.303945652
530,77,-2.683180919,4,1,2,-0.861454599,-0.604585347,1,0.30949657
531,198,-0.058331042,0,4,9,1.934843132,1.335177736,0,0.38200164
531,198,0.552345662,1,4,9,1.934843132,1.335177736,0,0.563122853
531,173,2.418117654,2,4,9,1.934843132,1.335177736,1,0.07393002
531,173,4.182982039,3,4,9,1.934843132,1.335177736,0,0.080218694
531,173,4.501346355,4,4,9,1.934843132,1.335177736,1,0.144169894
532,45,-0.715657894,0,0,0,-1.934843132,-1.335177736,1,0.119978928
532,45,-2.493307379,1,0,0,-1.934843132,-1.335177736,0,0.191914529
532,9,-0.061778865,2,0,0,-1.934843132,-1.335177736,0,0.87425869
532,9,-2.116380626,3,0,0,-1.934843132,-1.335177736,0,0.088111941
532,9,-6.520045348,4,0,0,-1.934843132,-1.335177736,1,0.866518121
533,8,-5.817416561,0,0,0,-1.934843132,-1.335177736,0,0.656685749
533,8,-4.652412391,1,0,0,-1.934843132,-1.335177736,0,0.283593907
533,8,-2.346757578,2,0,0,-1.934843132,-1.335177736,1,0.464996989
533,8,-0.187449743,3,0,0,-1.934843132,-1.335177736,0,0.131945487
533,8,-1.232567134,4,0,0,-1.934843132,-1.335177736,0,0.882459443
534,122,1.795390563,0,2,7,0,0.604585347,1,0.38149399
534,122,1.639629024,1,2,7,0,0.604585347,1,0.195194875
534,122,0.745029434,2,2,7,0,0.604585347,0,0.816527125
534,122,1.940379384,3,2,7,0,0.604585347,0,0.889292074
534,122,4.563607696,4,2,7,0,0.604585347,1,0.346994835
535,82,-1.977582661,0,1,2,-0.861454599,-0.604585347,1,0.374947214
535,82,-2.586335357,1,1,2,-0.861454599,-0.604585347,0,0.0019228
535,82,-0.433742838,2,1,2,-0.861454599,-0.604585347,1,0.27424441
535,82,2.842142892,3,1,2,-0.861454599,-0.604585347,1,0.982060649
535,82,-3.139789406,4,1,2,-0.861454599,-0.604585347,1,0.879132203
536,170,4.170905489,0,4,9,1.934843132,1.335177736,0,0.711704544
536,137,3.582883393,1,4,8,1.934843132,0.908457869,0,0.39077929
536,137,5.148929729,2,4,8,1.934843132,0.908457869,1,0.195115599
536,137,1.949418018,3,4,8,1.934843132,0.908457869,1,0.627537928
536,137,5.157476489,4,4,8,1.934843132,0.908457869,0,0.332521851
537,74,0.695987508,0,1,2,-0.861454599,-0.604585347,0,0.680329933
537,74,-3.431668998,1,1,2,-0.861454599,-0.604585347,1,0.946765075
537,74,-2.264120878,2,1,2,-0.861454599,-0.604585347,0,0.672890714
537,74,0.430414913,3,1,2,-0.861454599,-0.604585347,0,0.590355898
537,74,-0.540755941,4,1,2,-0.861454599,-0.604585347,0,0.196782776
538,43,-1.520578331,0,0,0,-1.934843132,-1.335177736,1,0.2957676
538,43,-3.094427436,1,0,0,-1.934843132,-1.335177736,0,0.425396694
538,43,-2.712947097,2,0,0,-1.934843132,-1.335177736,1,0.754882686
538,19,-2.515302271,3,0,0,-1.934843132,-1.335177736,0,0.704388689
538,81,0.085702819,4,0,2,-1.934843132,-0.604585347,1,0.176883913
539,92,-3.057950019,0,2,4,0,-0.114185294,1,0.998367057
539,92,1.983852552,1,2,4,0,-0.114185294,1,0.006066322
539,92,1.20883185,2,2,4,0,-0.114185294,1,0.315065214
539,92,0.438958054,3,2,4,0,-0.114185294,0,0.956616513
539,92,-1.517036594,4,2,4,0,-0.114185294,1,0.671922339
540,132,1.072139558,0,4,8,1.934843132,0.908457869,1,0.437009412
540,132,2.535821038,1,4,8,1.934843132,0.908457869,0,0.384601195
540,132,0.244112203,2,4,8,1.934843132,0.908457869,1,0.012491186
540,132,4.322813091,3,4,8,1.934843132,0.908457869,0,0.70266444
540,132,2.679810992,4,4,8,1.934843132,0.908457869,0,0.304538155
541,135,4.596221752,0,3,8,0.861454599,0.908457869,0,0.20627735
541,169,3.06356815,1,3,9,0.861454599,1.335177736,0,0.939446747
541,169,4.165104581,2,3,9,0.861454599,1.335177736,1,0.932418432
541,169,1.872382409,3,3,9,0.861454599,1.335177736,0,0.539971121
541,169,4.058550399,4,3,9,0.861454599,1.335177736,0,0.69809362
542,77,-3.070427107,0,1,2,-0.861454599,-0.604585347,1,0.659212506
542,77,-2.426709883,1,1,2,-0.861454599,-0.604585347,0,0.210356341
542,77,1.313369812,2,1,2,-0.861454599,-0.604585347,0,0.11514787
542,77,-0.515614697,3,1,2,-0.861454599,-0.604585347,0,0.892211526
542,77,-2.384870822,4,1,2,-0.861454599,-0.604585347,1,0.092962607
543,98,-0.18826228,0,2,4,0,-0.114185294,0,0.702952958
