,i,j,y,t,l,k,alpha,psi
2714,542,77,-2.384870821761811,4,1,2,-0.8614545985909151,-0.6045853465832371
2715,543,98,-0.18826227998902922,0,2,4,0.0,-0.11418529432142838
2716,543,98,-2.716149826927054,1,2,4,0.0,-0.11418529432142838
2717,543,98,3.6766901963361738,2,2,4,0.0,-0.11418529432142838
2718,543,98,2.3609413755505937,3,2,4,0.0,-0.11418529432142838
2719,543,98,-0.7953585304424573,4,2,4,0.0,-0.11418529432142838
2720,544,56,-3.9513161908293135,0,0,1,-1.934843132203402,-0.9084578685373851
2721,544,56,-1.3410995733146123,1,0,1,-1.934843132203402,-0.9084578685373851
2722,544,56,-2.768909242165336,2,0,1,-1.934843132203402,-0.9084578685373851
2723,544,56,-2.702420524436356,3,0,1,-1.934843132203402,-0.9084578685373851
2724,544,56,-4.50707241408466,4,0,1,-1.934843132203402,-0.9084578685373851
2725,545,63,0.20717577816825505,0,1,1,-0.8614545985909151,-0.9084578685373851
2726,545,63,-1.196572846339008,1,1,1,-0.8614545985909151,-0.9084578685373851
2727,545,66,-1.6773935005213716,2,1,1,-0.8614545985909151,-0.9084578685373851
2728,545,66,1.149717163477356,3,1,1,-0.8614545985909151,-0.9084578685373851
2729,545,66,-1.203177810067369,4,1,1,-0.8614545985909151,-0.9084578685373851
2730,546,178,4.129389970171961,0,3,9,0.8614545985909149,1.3351777361189363
2731,546,178,-0.3415973010495268,1,3,9,0.8614545985909149,1.3351777361189363
2732,546,178,8.5544422106327,2,3,9,0.8614545985909149,1.3351777361189363
2733,546,178,7.102473271622257,3,3,9,0.8614545985909149,1.3351777361189363
2734,546,178,3.421607426962387,4,3,9,0.8614545985909149,1.3351777361189363
2735,547,109,-1.841319177814196,0,2,6,0.0,0.3487556955170447
2736,547,109,1.2702504880871883,1,2,6,0.0,0.3487556955170447
2737,547,126,-1.0435819236899455,2,2,7,0.0,0.6045853465832371
2738,547,172,0.2242998408827479,3,2,9,0.0,1.3351777361189363
2739,547,172,0.4643949860147878,4,2,9,0.0,1.3351777361189363
2740,548,147,2.3826493249512906,0,4,9,1.934843132203402,1.3351777361189363
2741,548,147,1.732186032105917,1,4,9,1.934843132203402,1.3351777361189363
2742,548,147,1.286391272688957,2,4,9,1.934843132203402,1.3351777361189363
2743,548,147,4.992470015978707,3,4,9,1.934843132203402,1.3351777361189363
2744,548,147,4.345316296476885,4,4,9,1.934843132203402,1.3351777361189363
2745,549,109,-1.9449890860919286,0,2,6,0.0,0.3487556955170447
2746,549,109,1.051244856629214,1,2,6,0.0,0.3487556955170447
2747,549,109,3.151223114582583,2,2,6,0.0,0.3487556955170447
2748,549,109,-0.9011922601901643,3,2,6,0.0,0.3487556955170447
2749,549,109,4.4727143996320615,4,2,6,0.0,0.3487556955170447
2750,550,75,0.35886018519377805,0,0,2,-1.934843132203402,-0.6045853465832371
2751,550,75,1.7397273947069434,1,0,2,-1.934843132203402,-0.6045853465832371
2752,550,75,1.4448965192983496,2,0,2,-1.934843132203402,-0.6045853465832371
2753,550,75,-3.6117367591641045,3,0,2,-1.934843132203402,-0.6045853465832371
2754,550,75,-2.085037633728345,4,0,2,-1.934843132203402,-0.6045853465832371
2755,551,21,-3.7784775154817485,0,0,0,-1.934843132203402,-1.335177736118937
2756,551,21,-3.808617893149795,1,0,0,-1.934843132203402,-1.335177736118937
2757,551,21,-3.4826705478626074,2,0,0,-1.934843132203402,-1.335177736118937
2758,551,21,-1.0256765380128177,3,0,0,-1.934843132203402,-1.335177736118937
2759,551,12,-1.5385682325718197,4,0,0,-1.934843132203402,-1.335177736118937
2760,552,47,-2.1052314754885018,0,1,0,-0.8614545985909151,-1.335177736118937
2761,552,47,-1.376380359027978,1,1,0,-0.8614545985909151,-1.335177736118937
2762,552,47,-5.330836675550909,2,1,0,-0.8614545985909151,-1.335177736118937
2763,552,47,-3.031957861306437,3,1,0,-0.8614545985909151,-1.335177736118937
2764,552,47,-3.4450770888419533,4,1,0,-0.8614545985909151,-1.335177736118937
2765,553,19,-2.607635369475417,0,0,0,-1.934843132203402,-1.335177736118937
2766,553,19,-5.02954519343783,1,0,0,-1.934843132203402,-1.335177736118937
2767,553,19,-1.9810686010580731,2,0,0,-1.934843132203402,-1.335177736118937
2768,553,19,-3.570393411913788,3,0,0,-1.934843132203402,-1.335177736118937
2769,553,19,-3.1721171525797143,4,0,0,-1.934843132203402,-1.335177736118937
2770,554,138,6.682253109607859,0,3,8,0.8614545985909149,0.9084578685373853
2771,554,138,1.0053348216734908,1,3,8,0.8614545985909149,0.9084578685373853
2772,554,138,3.5321186827565896,2,3,8,0.8614545985909149,0.9084578685373853
2773,554,138,3.117878861824707,3,3,8,0.8614545985909149,0.9084578685373853
2774,554,138,0.582722573198976,4,3,8,0.8614545985909149,0.9084578685373853
2775,555,90,-0.20288374097596296,0,1,3,-0.8614545985909151,-0.3487556955170447
2776,555,90,-2.698251112327915,1,1,3,-0.8614545985909151,-0.3487556955170447
2777,555,104,-4.982952500730691,2,1,5,-0.8614545985909151,0.11418529432142824
2778,555,104,-4.080220529801735,3,1,5,-0.8614545985909151,0.11418529432142824
2779,555,104,-1.3164284349912392,4,1,5,-0.8614545985909151,0.11418529432142824
2780,556,198,4.849695567616504,0,4,9,1.934843132203402,1.3351777361189363
2781,556,180,2.486862394793181,1,4,9,1.934843132203402,1.3351777361189363
2782,556,180,4.638312911874813,2,4,9,1.934843132203402,1.3351777361189363
2783,556,187,5.603253616328461,3,4,9,1.934843132203402,1.3351777361189363
2784,556,187,2.724849321810268,4,4,9,1.934843132203402,1.3351777361189363
2785,557,144,2.8078404150676723,0,3,8,0.8614545985909149,0.9084578685373853
2786,557,144,4.64929881540228,1,3,8,0.8614545985909149,0.9084578685373853
2787,557,144,0.7504304721246844,2,3,8,0.8614545985909149,0.9084578685373853
2788,557,144,0.1481581812746533,3,3,8,0.8614545985909149,0.9084578685373853
2789,557,144,1.9766763042770379,4,3,8,0.8614545985909149,0.9084578685373853
2790,558,175,0.8372316469445713,0,4,9,1.934843132203402,1.3351777361189363
2791,558,175,3.352218901647516,1,4,9,1.934843132203402,1.3351777361189363
2792,558,175,3.754472834099684,2,4,9,1.934843132203402,1.3351777361189363
2793,558,175,2.262598098241277,3,4,9,1.934843132203402,1.3351777361189363
2794,558,175,3.5043261721296424,4,4,9,1.934843132203402,1.3351777361189363
2795,559,15,-2.014824211125232,0,1,0,-0.8614545985909151,-1.335177736118937
2796,559,15,-1.7610591326710472,1,1,0,-0.8614545985909151,-1.335177736118937
2797,559,15,-4.128567703711436,2,1,0,-0.8614545985909151,-1.335177736118937
2798,559,15,-3.313698373023633,3,1,0,-0.8614545985909151,-1.335177736118937
2799,559,15,-1.9166697932243069,4,1,0,-0.8614545985909151,-1.335177736118937
2800,560,178,2.6096314027394727,0,4,9,1.934843132203402,1.3351777361189363
2801,560,178,3.7571648683701837,1,4,9,1.934843132203402,1.3351777361189363
2802,560,178,1.3770681728562415,2,4,9,1.934843132203402,1.3351777361189363
2803,560,178,3.2021245162419385,3,4,9,1.934843132203402,1.3351777361189363
2804,560,178,2.8588300437271883,4,4,9,1.934843132203402,1.3351777361189363
2805,561,171,6.665265972999915,0,3,9,0.8614545985909149,1.3351777361189363
2806,561,171,0.9842649645625341,1,3,9,0.8614545985909149,1.3351777361189363
2807,561,171,4.249932516878145,2,3,9,0.8614545985909149,1.3351777361189363
2808,561,171,0.5540333435646867,3,3,9,0.8614545985909149,1.3351777361189363
2809,561,171,-0.36159586416005807,4,3,9,0.8614545985909149,1.3351777361189363
2810,562,110,1.5060065046459625,0,2,6,0.0,0.3487556955170447
2811,562,110,-2.4114660810463793,1,2,6,0.0,0.3487556955170447
2812,562,110,1.4083038155654226,2,2,6,0.0,0.3487556955170447
2813,562,110,3.3313803672851554,3,2,6,0.0,0.3487556955170447
2814,562,110,3.1260170617945415,4,2,6,0.0,0.3487556955170447
2815,563,88,-2.8726720122093985,0,1,3,-0.8614545985909151,-0.3487556955170447
2816,563,88,2.0318088756362136,1,1,3,-0.8614545985909151,-0.3487556955170447
2817,563,88,1.826286102085422,2,1,3,-0.8614545985909151,-0.3487556955170447
2818,563,88,-1.1201740015646793,3,1,3,-0.8614545985909151,-0.3487556955170447
2819,563,58,-0.5442452794300487,4,1,1,-0.8614545985909151,-0.9084578685373851
2820,564,9,0.04423593143144311,0,1,0,-0.8614545985909151,-1.335177736118937
2821,564,79,1.1914806188683227,1,1,2,-0.8614545985909151,-0.6045853465832371
2822,564,79,-0.25799733578412765,2,1,2,-0.8614545985909151,-0.6045853465832371
2823,564,79,-2.9739670128219213,3,1,2,-0.8614545985909151,-0.6045853465832371
2824,564,79,-1.8170205355573965,4,1,2,-0.8614545985909151,-0.6045853465832371
2825,565,52,-4.031290889507597,0,1,1,-0.8614545985909151,-0.9084578685373851
2826,565,52,2.674484612283927,1,1,1,-0.8614545985909151,-0.9084578685373851
2827,565,52,-0.9996117260453689,2,1,1,-0.8614545985909151,-0.9084578685373851
2828,565,52,-1.8239652049739505,3,1,1,-0.8614545985909151,-0.9084578685373851
2829,565,52,-0.49863107128852335,4,1,1,-0.8614545985909151,-0.9084578685373851
2830,566,91,0.09299405507961167,0,3,4,0.8614545985909149,-0.11418529432142838
2831,566,91,2.0659252063645215,1,3,4,0.8614545985909149,-0.11418529432142838
2832,566,91,0.9332775260575716,2,3,4,0.8614545985909149,-0.11418529432142838
2833,566,91,-0.2596231752808513,3,3,4,0.8614545985909149,-0.11418529432142838
2834,566,91,2.1951414752390384,4,3,4,0.8614545985909149,-0.11418529432142838
2835,567,100,3.937148214079545,0,3,5,0.8614545985909149,0.11418529432142824
2836,567,100,1.3237088081934831,1,3,5,0.8614545985909149,0.11418529432142824
2837,567,100,-2.237517857447929,2,3,5,0.8614545985909149,0.11418529432142824
2838,567,104,0.9890662100807981,3,3,5,0.8614545985909149,0.11418529432142824
2839,567,104,1.568873614996087,4,3,5,0.8614545985909149,0.11418529432142824
2840,568,3,-2.948957226587397,0,0,0,-1.934843132203402,-1.335177736118937
2841,568,3,-5.578117238261151,1,0,0,-1.934843132203402,-1.335177736118937
2842,568,3,0.14729723418016372,2,0,0,-1.934843132203402,-1.335177736118937
2843,568,3,-6.61288752468487,3,0,0,-1.934843132203402,-1.335177736118937
2844,568,3,-1.1866308106507435,4,0,0,-1.934843132203402,-1.335177736118937
2845,569,191,4.761941441555266,0,4,9,1.934843132203402,1.3351777361189363
2846,569,191,2.996572613390605,1,4,9,1.934843132203402,1.3351777361189363
2847,569,191,3.472848306512155,2,4,9,1.934843132203402,1.3351777361189363
2848,569,138,5.040315225740653,3,4,8,1.934843132203402,0.9084578685373853
2849,569,138,4.082192528972658,4,4,8,1.934843132203402,0.9084578685373853
2850,570,67,-1.8097622163272935,0,0,1,-1.934843132203402,-0.9084578685373851
2851,570,26,-3.107641465546994,1,0,0,-1.934843132203402,-1.335177736118937
2852,570,26,1.4237466198089637,2,0,0,-1.934843132203402,-1.335177736118937
2853,570,26,-0.9502208080936159,3,0,0,-1.934843132203402,-1.335177736118937
2854,570,26,-3.9859013575346744,4,0,0,-1.934843132203402,-1.335177736118937
2855,571,21,-2.4974336711907634,0,0,0,-1.934843132203402,-1.335177736118937
2856,571,21,-3.403581426475973,1,0,0,-1.934843132203402,-1.335177736118937
2857,571,21,-5.859323651906262,2,0,0,-1.934843132203402,-1.335177736118937
2858,571,21,-4.90470999057036,3,0,0,-1.934843132203402,-1.335177736118937
2859,571,21,-4.646258554484961,4,0,0,-1.934843132203402,-1.335177736118937
2860,572,168,4.205894900879845,0,4,9,1.934843132203402,1.3351777361189363
2861,572,168,-0.7639843746981629,1,4,9,1.934843132203402,1.3351777361189363
2862,572,168,3.4054834754431895,2,4,9,1.934843132203402,1.3351777361189363
2863,572,168,5.372497477274729,3,4,9,1.934843132203402,1.3351777361189363
2864,572,168,1.7852255843732023,4,4,9,1.934843132203402,1.3351777361189363
2865,573,112,-1.6796590983353872,0,2,6,0.0,0.3487556955170447
2866,573,112,-0.22742855717299743,1,2,6,0.0,0.3487556955170447
2867,573,112,0.5794610747542384,2,2,6,0.0,0.3487556955170447
2868,573,112,0.21266656216617386,3,2,6,0.0,0.3487556955170447
2869,573,112,1.0250231208597196,4,2,6,0.0,0.3487556955170447
2870,574,64,-1.0105168615070519,0,0,1,-1.934843132203402,-0.9084578685373851
2871,574,64,-3.2758292399810167,1,0,1,-1.934843132203402,-0.9084578685373851
2872,574,66,-2.894613402955844,2,0,1,-1.934843132203402,-0.9084578685373851
2873,574,66,-2.5548793808893717,3,0,1,-1.934843132203402,-0.9084578685373851
2874,574,66,-3.7650574461353803,4,0,1,-1.934843132203402,-0.9084578685373851
2875,575,132,3.1579858638714273,0,4,8,1.934843132203402,0.9084578685373853
2876,575,132,3.894513056900185,1,4,8,1.934843132203402,0.9084578685373853
2877,575,132,4.064208343148861,2,4,8,1.934843132203402,0.9084578685373853
2878,575,132,3.7297389437302835,3,4,8,1.934843132203402,0.9084578685373853
2879,575,132,1.458723424474007,4,4,8,1.934843132203402,0.9084578685373853
2880,576,197,-0.7553989278340039,0,3,9,0.8614545985909149,1.3351777361189363
2881,576,197,3.154298780337596,1,3,9,0.8614545985909149,1.3351777361189363
2882,576,197,2.2273706763322783,2,3,9,0.8614545985909149,1.3351777361189363
2883,576,197,4.485629770199212,3,3,9,0.8614545985909149,1.3351777361189363
2884,576,199,3.47749129422742,4,3,9,0.8614545985909149,1.3351777361189363
2885,577,16,-1.6991896166102816,0,1,0,-0.8614545985909151,-1.335177736118937
2886,577,16,-2.445847767823363,1,1,0,-0.8614545985909151,-1.335177736118937
2887,577,16,-4.2940247553787785,2,1,0,-0.8614545985909151,-1.335177736118937
2888,577,16,-1.8382609022692038,3,1,0,-0.8614545985909151,-1.335177736118937
2889,577,16,0.46308843160225477,4,1,0,-0.8614545985909151,-1.335177736118937
2890,578,155,3.325075109969473,0,4,9,1.934843132203402,1.3351777361189363
2891,578,155,3.3182557419538767,1,4,9,1.934843132203402,1.3351777361189363
2892,578,155,1.4765068830364447,2,4,9,1.934843132203402,1.3351777361189363
2893,578,155,6.136752116678053,3,4,9,1.934843132203402,1.3351777361189363
2894,578,150,-1.5724071433234856,4,4,9,1.934843132203402,1.3351777361189363
2895,579,91,1.8898295711321864,0,3,4,0.8614545985909149,-0.11418529432142838
2896,579,91,0.8036916598641359,1,3,4,0.8614545985909149,-0.11418529432142838
2897,579,91,0.5471677373793878,2,3,4,0.8614545985909149,-0.11418529432142838
2898,579,91,-0.9863840305915015,3,3,4,0.8614545985909149,-0.11418529432142838
2899,579,171,1.8171127805878853,4,3,9,0.8614545985909149,1.3351777361189363
2900,580,18,-5.990106544514362,0,1,0,-0.8614545985909151,-1.335177736118937
2901,580,18,-0.5889792133244118,1,1,0,-0.8614545985909151,-1.335177736118937
2902,580,18,-2.020891736506599,2,1,0,-0.8614545985909151,-1.335177736118937
2903,580,18,-0.48140741698882805,3,1,0,-0.8614545985909151,-1.335177736118937
2904,580,18,-3.394648330368959,4,1,0,-0.8614545985909151,-1.335177736118937
2905,581,198,3.9939638752377453,0,4,9,1.934843132203402,1.3351777361189363
2906,581,198,5.745842022906915,1,4,9,1.934843132203402,1.3351777361189363
2907,581,198,1.108965555001082,2,4,9,1.934843132203402,1.3351777361189363
2908,581,198,6.018018470603449,3,4,9,1.934843132203402,1.3351777361189363
2909,581,198,4.4507893348533125,4,4,9,1.934843132203402,1.3351777361189363
2910,582,21,-3.1764712692122803,0,0,0,-1.934843132203402,-1.335177736118937
2911,582,21,-3.189750143048338,1,0,0,-1.934843132203402,-1.335177736118937
2912,582,21,-3.294684548393855,2,0,0,-1.934843132203402,-1.335177736118937
2913,582,21,-4.517506087173634,3,0,0,-1.934843132203402,-1.335177736118937
2914,582,21,-0.2482221290688731,4,0,0,-1.934843132203402,-1.335177736118937
2915,583,19,-4.009655295421066,0,0,0,-1.934843132203402,-1.335177736118937
2916,583,19,-4.573422381967856,1,0,0,-1.934843132203402,-1.335177736118937
2917,583,19,-1.9351559711172426,2,0,0,-1.934843132203402,-1.335177736118937
2918,583,19,-3.8923839214854743,3,0,0,-1.934843132203402,-1.335177736118937
2919,583,19,-3.595430012025553,4,0,0,-1.934843132203402,-1.335177736118937
2920,584,93,-0.5562322854009714,0,2,4,0.0,-0.11418529432142838
2921,584,93,-0.35193043151497394,1,2,4,0.0,-0.11418529432142838
2922,584,93,2.463614326431133,2,2,4,0.0,-0.11418529432142838
2923,584,93,1.5216560235579388,3,2,4,0.0,-0.11418529432142838
2924,584,93,3.8322779111340632,4,2,4,0.0,-0.11418529432142838
2925,585,35,-3.934788509994805,0,0,0,-1.934843132203402,-1.335177736118937
2926,585,35,-1.0523370920785644,1,0,0,-1.934843132203402,-1.335177736118937
2927,585,35,-4.803032641412594,2,0,0,-1.934843132203402,-1.335177736118937
2928,585,35,-2.081080270373451,3,0,0,-1.934843132203402,-1.335177736118937
2929,585,35,-4.877606062969794,4,0,0,-1.934843132203402,-1.335177736118937
2930,586,4,-2.5858998766240893,0,0,0,-1.934843132203402,-1.335177736118937
2931,586,4,-4.093844939642198,1,0,0,-1.934843132203402,-1.335177736118937
2932,586,4,-6.41344343621868,2,0,0,-1.934843132203402,-1.335177736118937
2933,586,4,-2.8776669663086407,3,0,0,-1.934843132203402,-1.335177736118937
2934,586,4,-4.454195626125027,4,0,0,-1.934843132203402,-1.335177736118937
2935,587,17,-0.8711977049521211,0,1,0,-0.8614545985909151,-1.335177736118937
2936,587,17,-2.847930952071201,1,1,0,-0.8614545985909151,-1.335177736118937
2937,587,17,-4.389382107912596,2,1,0,-0.8614545985909151,-1.335177736118937
2938,587,17,-4.17159482943179,3,1,0,-0.8614545985909151,-1.335177736118937
2939,587,17,3.2601643193685135,4,1,0,-0.8614545985909151,-1.335177736118937
2940,588,8,-3.983808029918221,0,0,0,-1.934843132203402,-1.335177736118937
2941,588,8,-4.332359988604113,1,0,0,-1.934843132203402,-1.335177736118937
2942,588,8,-2.948769403347514,2,0,0,-1.934843132203402,-1.335177736118937
2943,588,8,-1.1041613254488576,3,0,0,-1.934843132203402,-1.335177736118937
2944,588,8,-3.3858817670626626,4,0,0,-1.934843132203402,-1.335177736118937
2945,589,14,-2.7411921217547843,0,0,0,-1.934843132203402,-1.335177736118937
2946,589,14,2.1859740633804563,1,0,0,-1.934843132203402,-1.335177736118937
2947,589,14,-4.463891557973131,2,0,0,-1.934843132203402,-1.335177736118937
2948,589,14,0.058503910881038124,3,0,0,-1.934843132203402,-1.335177736118937
2949,589,14,-3.145655488700933,4,0,0,-1.934843132203402,-1.335177736118937
2950,590,189,2.679263873174079,0,4,9,1.934843132203402,1.3351777361189363
2951,590,189,5.937199380873976,1,4,9,1.934843132203402,1.3351777361189363
2952,590,189,2.1603029151153628,2,4,9,1.934843132203402,1.3351777361189363
2953,590,189,3.2320521229025654,3,4,9,1.934843132203402,1.3351777361189363
2954,590,132,3.5591714006972475,4,4,8,1.934843132203402,0.9084578685373853
2955,591,142,0.4876532130530245,0,2,8,0.0,0.9084578685373853
2956,591,115,0.6110508344157572,1,2,6,0.0,0.3487556955170447
2957,591,115,-0.23010198843537027,2,2,6,0.0,0.3487556955170447
2958,591,115,-1.0494755846587227,3,2,6,0.0,0.3487556955170447
2959,591,115,-0.46430664597350074,4,2,6,0.0,0.3487556955170447
2960,592,105,-1.5012406092433146,0,2,5,0.0,0.11418529432142824
2961,592,105,-3.0378331871830078,1,2,5,0.0,0.11418529432142824
2962,592,197,3.099527574163088,2,2,9,0.0,1.3351777361189363
2963,592,197,1.5034721706948326,3,2,9,0.0,1.3351777361189363
2964,592,197,0.12618836495934604,4,2,9,0.0,1.3351777361189363
2965,593,80,-1.2200985059085296,0,1,2,-0.8614545985909151,-0.6045853465832371
2966,593,80,-4.044537993053176,1,1,2,-0.8614545985909151,-0.6045853465832371
2967,593,80,-1.7304144197279472,2,1,2,-0.8614545985909151,-0.6045853465832371
2968,593,80,-2.822367327180759,3,1,2,-0.8614545985909151,-0.6045853465832371
2969,593,80,-0.7578167274784353,4,1,2,-0.8614545985909151,-0.6045853465832371
2970,594,46,-3.412537453553109,0,1,0,-0.8614545985909151,-1.335177736118937
2971,594,46,-6.464152010908231,1,1,0,-0.8614545985909151,-1.335177736118937
2972,594,46,-2.2373791294976733,2,1,0,-0.8614545985909151,-1.335177736118937
2973,594,46,-1.5002642887947508,3,1,0,-0.8614545985909151,-1.335177736118937
2974,594,46,-6.684756314536494,4,1,0,-0.8614545985909151,-1.335177736118937
2975,595,114,-0.9930670763058849,0,2,6,0.0,0.3487556955170447
2976,595,114,-0.3753608328670998,1,2,6,0.0,0.3487556955170447
2977,595,114,-2.071859171403067,2,2,6,0.0,0.3487556955170447
2978,595,114,1.15075400179239,3,2,6,0.0,0.3487556955170447
2979,595,114,-0.875726909423284,4,2,6,0.0,0.3487556955170447
2980,596,39,-1.3465138409300448,0,1,0,-0.8614545985909151,-1.335177736118937
2981,596,39,-5.214643306468377,1,1,0,-0.8614545985909151,-1.335177736118937
2982,596,39,-4.546278704294264,2,1,0,-0.8614545985909151,-1.335177736118937
2983,596,39,-1.46310471145207,3,1,0,-0.8614545985909151,-1.335177736118937
2984,596,39,-2.7408331684808136,4,1,0,-0.8614545985909151,-1.335177736118937
2985,597,135,3.4473098226802152,0,3,8,0.8614545985909149,0.9084578685373853
2986,597,135,4.78046091032896,1,3,8,0.8614545985909149,0.9084578685373853
2987,597,135,2.165742635876586,2,3,8,0.8614545985909149,0.9084578685373853
2988,597,135,2.5974250264630614,3,3,8,0.8614545985909149,0.9084578685373853
2989,597,135,0.6666751303124299,4,3,8,0.8614545985909149,0.9084578685373853
2990,598,75,-2.8363700191767878,0,1,2,-0.8614545985909151,-0.6045853465832371
2991,598,75,-1.716380761653813,1,1,2,-0.8614545985909151,-0.6045853465832371
2992,598,75,-0.8794543702475291,2,1,2,-0.8614545985909151,-0.6045853465832371
2993,598,75,-2.0999807307388396,3,1,2,-0.8614545985909151,-0.6045853465832371
2994,598,75,-2.4896902636500298,4,1,2,-0.8614545985909151,-0.6045853465832371
2995,599,133,1.6498772238818893,0,3,8,0.8614545985909149,0.9084578685373853
2996,599,133,3.921257758483326,1,3,8,0.8614545985909149,0.9084578685373853
2997,599,133,-0.23652169720996596,2,3,8,0.8614545985909149,0.9084578685373853
2998,599,133,1.1207137733071457,3,3,8,0.8614545985909149,0.9084578685373853
2999,599,167,-1.1001870856245377,4,3,9,0.8614545985909149,1.3351777361189363
3000,600,123,1.4041870621753398,0,2,7,0.0,0.6045853465832371
3001,600,123,-0.26676688741631427,1,2,7,0.0,0.6045853465832371
3002,600,123,-4.133344981504417,2,2,7,0.0,0.6045853465832371
3003,600,123,-2.1696064158131607,3,2,7,0.0,0.6045853465832371
3004,600,67,2.0394310631118957,4,2,1,0.0,-0.9084578685373851
3005,601,134,2.816476815898297,0,3,8,0.8614545985909149,0.9084578685373853
3006,601,134,1.0414001973179807,1,3,8,0.8614545985909149,0.9084578685373853
3007,601,134,4.408902383805558,2,3,8,0.8614545985909149,0.9084578685373853
3008,601,134,-1.9724096021578772,3,3,8,0.8614545985909149,0.9084578685373853
3009,601,104,4.617654307060524,4,3,5,0.8614545985909149,0.11418529432142824
3010,602,65,0.19272667939234023,0,2,1,0.0,-0.9084578685373851
3011,602,69,-2.049132636048841,1,2,1,0.0,-0.9084578685373851
3012,602,69,-1.154843202793761,2,2,1,0.0,-0.9084578685373851
3013,602,69,1.1151164576491301,3,2,1,0.0,-0.9084578685373851
3014,602,69,-1.37296454613837,4,2,1,0.0,-0.9084578685373851
3015,603,65,-2.3520338129174756,0,2,1,0.0,-0.9084578685373851
3016,603,65,-6.384356375200866,1,2,1,0.0,-0.9084578685373851
3017,603,65,-0.20874166765020652,2,2,1,0.0,-0.9084578685373851
3018,603,65,1.5574956891890848,3,2,1,0.0,-0.9084578685373851
3019,603,65,1.167906553044293,4,2,1,0.0,-0.9084578685373851
3020,604,83,-1.1355223551835683,0,1,3,-0.8614545985909151,-0.3487556955170447
3021,604,83,-5.279843503824223,1,1,3,-0.8614545985909151,-0.3487556955170447
3022,604,83,1.5733468137035933,2,1,3,-0.8614545985909151,-0.3487556955170447
3023,604,83,-2.346625333585714,3,1,3,-0.8614545985909151,-0.3487556955170447
3024,604,83,-2.371478282463877,4,1,3,-0.8614545985909151,-0.3487556955170447
3025,605,180,2.11973664255312,0,3,9,0.8614545985909149,1.3351777361189363
3026,605,180,5.897596670259058,1,3,9,0.8614545985909149,1.3351777361189363
3027,605,180,0.8219737832155589,2,3,9,0.8614545985909149,1.3351777361189363
3028,605,153,-1.4120538659550834,3,3,9,0.8614545985909149,1.3351777361189363
3029,605,153,-0.34837381233926834,4,3,9,0.8614545985909149,1.3351777361189363
3030,606,123,3.540193596866371,0,3,7,0.8614545985909149,0.6045853465832371
3031,606,123,2.097605172688852,1,3,7,0.8614545985909149,0.6045853465832371
3032,606,123,1.229328217379509,2,3,7,0.8614545985909149,0.6045853465832371
3033,606,123,0.4037041712073053,3,3,7,0.8614545985909149,0.6045853465832371
3034,606,123,1.9340672380948547,4,3,7,0.8614545985909149,0.6045853465832371
3035,607,103,1.900660749569203,0,3,5,0.8614545985909149,0.11418529432142824
3036,607,103,-0.8097031260950369,1,3,5,0.8614545985909149,0.11418529432142824
3037,607,103,0.7716702645538622,2,3,5,0.8614545985909149,0.11418529432142824
3038,607,103,0.9095339590500446,3,3,5,0.8614545985909149,0.11418529432142824
3039,607,103,2.6841478642152587,4,3,5,0.8614545985909149,0.11418529432142824
3040,608,143,0.8914495010835284,0,2,8,0.0,0.9084578685373853
3041,608,143,1.8751202775254217,1,2,8,0.0,0.9084578685373853
3042,608,143,1.6622551302252262,2,2,8,0.0,0.9084578685373853
3043,608,143,-1.4922998264095586,3,2,8,0.0,0.9084578685373853
3044,608,143,-2.173568040980488,4,2,8,0.0,0.9084578685373853
3045,609,69,-3.0189985353316233,0,1,1,-0.8614545985909151,-0.9084578685373851
3046,609,69,-0.8644550281402003,1,1,1,-0.8614545985909151,-0.9084578685373851
3047,609,69,0.1459840204442957,2,1,1,-0.8614545985909151,-0.9084578685373851
3048,609,69,-1.6333388337027215,3,1,1,-0.8614545985909151,-0.9084578685373851
3049,609,69,-0.47894846813248626,4,1,1,-0.8614545985909151,-0.9084578685373851
3050,610,31,-3.725059206257134,0,1,0,-0.8614545985909151,-1.335177736118937
3051,610,31,-4.28126611389423,1,1,0,-0.8614545985909151,-1.335177736118937
3052,610,31,-3.248974853694434,2,1,0,-0.8614545985909151,-1.335177736118937
3053,610,31,-1.6666110081846828,3,1,0,-0.8614545985909151,-1.335177736118937
3054,610,31,1.0604254364566965,4,1,0,-0.8614545985909151,-1.335177736118937
3055,611,182,4.335686898921399,0,3,9,0.8614545985909149,1.3351777361189363
3056,611,182,5.393991791842298,1,3,9,0.8614545985909149,1.3351777361189363
3057,611,182,2.536079245592474,2,3,9,0.8614545985909149,1.3351777361189363
3058,611,182,3.4721171868991205,3,3,9,0.8614545985909149,1.3351777361189363
3059,611,182,1.3943359022362287,4,3,9,0.8614545985909149,1.3351777361189363
3060,612,76,-0.6217255451002186,0,0,2,-1.934843132203402,-0.6045853465832371
3061,612,76,-3.0147838972830088,1,0,2,-1.934843132203402,-0.6045853465832371
3062,612,76,-2.514249648132209,2,0,2,-1.934843132203402,-0.6045853465832371
3063,612,76,-2.847004179764551,3,0,2,-1.934843132203402,-0.6045853465832371
3064,612,76,-1.2159059216629944,4,0,2,-1.934843132203402,-0.6045853465832371
3065,613,13,-4.5399707466490895,0,0,0,-1.934843132203402,-1.335177736118937
3066,613,13,-2.359178639074608,1,0,0,-1.934843132203402,-1.335177736118937
